date,news,close
2015-02-09,"Call rate, bond yield up Capital infusion ‘discriminatory’’ PNB: Gauri Shankar is MD & CEO Private banks better placed than PSBs in raising capital: Fitch Scope to double life insurance market in 5 years: Nippon A Gandhian way to recover bad loans Why not a 5-day week for banks? TATA AIG launches drive safe app Bhartiya Mahila Bank eyes Rs 1,000 cr business this fiscal SLR cut credit positive for banks, says Moody’s",173.449997
2015-02-10,"UBI reports net profit of ₹42 cr RBI cautions against complacency on forex reserves front Linking capital infusion to performance can set off bank consolidation moves: ICRA DBS India to offer part-time work option for staff HDFC Bank promoters dilute 0.7% stake to raise capital Capital First PAT trebles in Dec quarter State Bank of Hyderabad extends car, gold loan campaign United Bank proposes Rs 1,000 cr preferential issue RBI asks banks to tighten monitoring of export finance ICICI Bank rolls out e-wallet Pockets",176.399994
2015-02-11,"High-value insurance policies will soon need to be dematerialised For MFIs, transition to small banks could be arduous YES Bank plans to roll out credit cards next fiscal Sun Pharma’s Valia to pick up 50% stake in Pay Point if granted payments bank licence Andhra Bank staff to observe March as `recovery month’ Payment bank: Mahindra Finance in talks with IFC for JV Syndicate Bank to hire 5,000 people during FY16 Bank of Maharashtra launches deposit scheme for high networth individuals Syndicate Bank Q3 net declines 20% to Rs 305 cr Federal Bank launches video conference facility",180.949997
2015-02-12,"SBT ‘open house’ Canara Bank scholarship scheme IRDAI to roll out mega campaign to curb mis-selling, spurious calls IRDAI chief discusses ordinance with industry heads Banks denied capital infusion from Centre likely to focus on retail loans In FY14, complaints to banking ombudsman rose 8.5% Dhanlaxmi Bank posts Rs 17.10 cr profit in Q3 Bank of India to buy 19.9% stake in YouFirst Money Express LIC premium collection dips by 21%; market share slips to 70% IBM secures app development deal from RBL Bank",180.800003
2015-02-13,"KVB expansion on hold until investment climate improves: MD Mechanism to settle Indo-Russian trade in local currencies likely this year SBI: Loan growth disappoints, but stable asset quality cheers ‘Enough technology out there today to manage a 5-day week’ To recover dues, SBI will auction assets of ₹1,200 cr Srei Infra Q3 net falls 49% to Rs 23.59 cr IRDAI slaps Rs 10 lakh penalty on LIC of India SBI Q3 net rises 30% on higher non-interest income, reduced NPAs India in no hurry to begin bilateral investment talks with US NRI payments: CBDT clarifies on scope of ‘disallowance’",182.949997
2015-02-16,LVB ties up with NCML Bankers say interest rate cycle key to non-callable deposits gathering pace Brace for a four-day bank strike from February 25 Andhra Bank plans Rs 120 cr pref shares to Govt Karnataka rural bank in pact with NGO for microfinance activities Karnataka Bank founders’ day IIFCL pays interim dividend of ₹ 282.54 cr to Centre Yes Bank to raise Rs 500 cr for green energy projects Deutsche Bank eyes slimmed-down universal bank model Inadequate capital support,182.75
2015-02-18,Sundaram Finance to buy out RSA in insurance venture for ₹450 cr Bank credit continues to trail deposit growth Reliance Capital gets regulatory nod for additional stake sale to Nippon Life Call rates down; G-Secs flat ‘Circuit breakers’ dampen capital flow Rupee ends weaker at 62.34/dollar Catholic Syrian Bank EGM to lay roadmap for IPO Court extends interim stay on curbs on bank officers’ foreign travel Virtual form of RuPay card on anvil NPCI initiates unified payments interface,183.199997
2015-02-19,"Banks’ bad loans set to go up, says ICRA Extend ombudsman scheme to smaller cities, towns: RBI employees’ body Bank unions’ leaders meet Jaitley ahead of IBA-UFBU conciliation Branch-based banking transactions on the decline Treat NBFCs on par with banks on tax treatment: says Kanoria IOB, Apollo Munich join hands to offer health, accident insurance Axis Bank to launch 'Burgundy' for HNI customers IndusInd Bank to raise up to Rs 2,000 cr via infra bonds Andhra Bank invokes Sarfaesi Act to recover loans from Agri Gold Projects Centre facing flak for being ‘too fast’, says Jaitley",178.550003
2015-02-20,"Minimum subscription of NBFC NCDs enhanced Centre notifies rules for FDI in insurance Rajan cautions against ‘appellate Raj’ Now, insurers see value in providing outpatient cover IBA, bank unions to meet again Competition panel approves Kotak purchase of ING Vysya bank 18 banks to set up facilities at IFCI Financial City SBT to raise Rs 474 cr via rights issue Banking sector to witness high attrition rate: RBI States likely to net ₹1 lakh cr from coal auctions so far",183.300003
2015-02-23,"Switch operation of G-secs ‘Remove bias against gold loan products’ Bank of Maharashtra to sell bad loans worth ₹400-500 cr to ARCs How will the Centre infuse capital in PSBs? HSBC full-year profits fall by 17% Janalakshmi Financial raises Rs 125 cr through NCDs SBI to open hi-tech digital branches in Hyderabad, Vizag Bank employees to get 15% increase in salary Syndicate Bank to issue 3.74 cr preference shares to Govt Bank employees to go ahead with 4-day strike from Feb 25",182.350006
2015-02-24,"Banking: No ad hoc measures, please Standalone health insurers may have to get their own agents Motor insurance loss: Road Transport Ministry for ₹15-lakh cap for accident victims ‘If I have done something illegal, let it be investigated’ PTC India Fin Services to focus on renewable energy projects Janalakshmi raises ₹125 crore Bank wage accord good in current context No achche din yet for PSB scrips SBI consortium initiates Kingfisher House possession Banking-related malware on the rise: F-Secure",176.75
2015-02-25,"YES Bank raises ₹1,000 crore Overdraft up to ₹5,000 under Jan Dhan is priority sector lending: RBI Holding repo rate: Rajan went by majority view of panel To avoid NPA tag, banks rush to recast ₹40,000-50,000 cr loans MasterCard to hire 500 more for its development centre in India Canara Bank rolls out 3 cards with MasterCard ICICI Prudential Life AUM crosses Rs 1 trillion Overdraft under Jan—Dhan is priority sector lending: RBI American Express to raise credit card rates IDBI Bank launches mobile banking app",177.149994
2015-02-26,"Vishaka RM to take over as IndiaFirst Life CEO Life insurers need more tax breaks StanChart names ex-JPMorgan executive Bill Winters as CEO BRICS members to have equal shareholding in new bank RBS to slash investment banking after huge loss Insurance companies can hire agents without IRDA license SBI gets shareholders’ nod to raise Rs 15,000 cr from market Yes Bank to expand branch network From April, insurers can appoint agents directly: IRDAI IRDA releases India Insurance Vision 2025",171.350006
2015-02-27,"RBI looking to improve quality of education loans: Rajan Centre cannot ‘para-drop private sector candidates to steer PSBs’ Corporates must take hedging of forex exposure seriously, says RBI Canara Bank to raise Rs 570 cr via pref shares Micro-lenders’ advances jump 46% to Rs 13,260 cr in Q3 Kshatrapati Shivaji takes over as new CMD of SIDBI Forbes Asia names Arundhati Bhattacharya on list of power businesswomen Economic Survey suggests ‘4-D model’ for banking sector Centre should target 3% fiscal deficit, overhaul subsidies regime GDP on a new base year",181.0
2015-03-02,"Ranjan Dhawan given additional charge as MD & CEO of Bank of Baroda Monetary Policy Framework, an attempt to fix responsibility Insurers may look to increase foreign promoters’ stake IFC to invest $50 m in YES Bank’s Green Bonds Banks may soon find it easier to achieve agriculture lending targets Centre sets rules to raise FDI cap in insurance to 49% Oriental Insurance to tap potential in overseas markets FinMin wants PSU banks to consolidate, merge Budget attractive, but fails on the fiscal deficit front, says economist Core sector growth slows to 13-month low of 1.8% in January",182.399994
2015-03-03,"Federal Bank offers overdraft against gold jewellery Credit discipline will help reduce bad loans in education sector: RBI Push to recover bad loans helps Dhanlaxmi Bank turn the corner Bank staff union to protest against Budget IRDAI issues norms for insurance marketing firms ‘Pro-growth and inclusive Budget’ LIC unveils two new plans Moody’s downgrades Central Bank, IOB RBI refuses to share inspection reports with intelligence agencies PSBs should look at alternatives beyond govt infusion: RBI",187.199997
2015-03-04,"Why the RBI volte-face, and why now? Finance Ministry expects EMIs to come down RBI sends pro-growth signals, say infra firms Ignored in Budget, automobile firms get the much-needed relief Banks likely to cut lending rates Banks may report treasury gains in January-March quarter Rate cut will help spur growth, say bankers IDBI Bank to raise Rs 20,000 cr from bond issuance Axis Bank’s retail asset portfolio in Odisha rises to Rs 6,000 cr Insurance Bill passed by Lok Sabha",180.399994
2015-03-05,"RBI eases lending norms for affordable housing Tough talk: pass on rate-cut benefits, Centre tells public sector banks National Insurance gets new CMD Funding costs of NBFC-MFIs likely to come down: Icra Exim Bank plans to raise Rs 13,000 cr in FY16 Survey: Majority of women not covered by health insurance JP Morgan names Anu Aiyengar as regional M&A co-head Axis Bank raises $250 mn via overseas bonds Service tax: Centre looks to take a swig of the liquor revenue No plans to divest stake in Air India, says Minister",184.050003
2015-03-09,"Eligibility criteria for top posts in public sector banks need slight tweaking To give mobile banking a fillip, banks told to boost user awareness Want to buy a home? Try e-auction of mortgaged properties by banks Vijaya Bank rolls out 2 debit cards SARFAESI coverage to boost NBFCs recovery of loans: Moody’s Axis Bank, MasterCard to offer biz payment solution NPCI links 15 crore bank accounts with Aadhaar number Money laundering: Over 480 urban cooperative banks under lens Coal auction Round 1 set to fetch over ₹2-lakh crore Govt working on finalising new subsidy sharing formula",180.050003
